version,beta_min,beta_max,k,t0,cost
final,2.56208705051889,3.661802403175745,0.000850803894378266,5346.775138375469,-7.356
best_seen,2.3945500176476786,3.589307561464676,0.0012449263584939291,5141.020688097859,-7.624
