version,beta_min,beta_max,k,t0,cost
final,2.3752347447180227,4.065527527873141,0.0006740684845477489,5398.45938782575,-7.466
best_seen,2.2640693163858807,4.084435200487187,0.0007015415032367164,5361.379838028063,-7.501
